name,address,city,phone,email,website,description,source_url,country,crawl_timestamp
Kingson Engineering (Pvt) Ltd,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=2830,Zimbabwe,2025-12-03T16:46:03.195093
Zimbabwe Excellent Plumbers Pvt Ltd.,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=2308,Zimbabwe,2025-12-03T16:46:03.246389
Grand Auto Premier,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=7082,Zimbabwe,2025-12-03T16:46:03.254656
Baker Tilly,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=1187,Zimbabwe,2025-12-03T16:46:03.272162
Honda Coventry Road,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=9011,Zimbabwe,2025-12-03T16:46:03.276598
Exochic,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=2928,Zimbabwe,2025-12-03T16:46:03.281837
Dr(Dr) Farayi Shakespeare Moyana (PhD),,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6371,Zimbabwe,2025-12-03T16:46:03.288552
Kingson Engineering (Pvt) Ltd,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=2830,Zimbabwe,2025-12-03T16:46:03.356942
Rossi Tyre,,,,,https://thedirectory.co.zw/company.cfm?companyid=10712,Tyres For Every Car,https://thedirectory.co.zw/company.cfm?companyid=10712,Zimbabwe,2025-12-03T16:46:16.313569
Motor Torque,,,,,https://thedirectory.co.zw/company.cfm?companyid=477,"Tyres, Shock Absorbers, Mag Wheels, Wheel Lock Nuts and Bolts",https://thedirectory.co.zw/company.cfm?companyid=477,Zimbabwe,2025-12-03T16:46:17.655312
TYREZIM,,,,,https://thedirectory.co.zw/company.cfm?companyid=5457,"Leaders in distribution & sales of passenger, truck, agricultural, mining and industrial tyres, tubes & rims under the Triangle, Alliance, Nexen, Zowin and Terraking brand names. Experts in tyres.",https://thedirectory.co.zw/company.cfm?companyid=5457,Zimbabwe,2025-12-03T16:46:20.315991
Amcotts,,,,,https://thedirectory.co.zw/company.cfm?companyid=3458,Tyers - Equipment - Parts,https://thedirectory.co.zw/company.cfm?companyid=3458,Zimbabwe,2025-12-03T16:46:21.775735
Dunlop Distributors - Taita Tyres / Trading,,,,,https://thedirectory.co.zw/company.cfm?companyid=3055,"Dunlop, Windforce and Triangle Tyres.",https://thedirectory.co.zw/company.cfm?companyid=3055,Zimbabwe,2025-12-03T16:46:23.441677
Spartan Drilling Services,,,,,https://thedirectory.co.zw/company.cfm?companyid=15345,"Mining Exploration, Boreholes, Operations in Zimbabwe & Mozambique",https://thedirectory.co.zw/company.cfm?companyid=15345,Zimbabwe,2025-12-03T16:46:26.196918
Tandamanzi Drilling (Pvt) Ltd,,,,,https://thedirectory.co.zw/company.cfm?companyid=105,"Borehole Drilling, RC/RAB Drilling, Core Drilling, Blast Hole Drilling and Pump Sales and Installations",https://thedirectory.co.zw/company.cfm?companyid=105,Zimbabwe,2025-12-03T16:46:27.390235
Agatec Drills (Pvt) Ltd.,,,,,https://thedirectory.co.zw/company.cfm?companyid=6563,Specialists in Borehole Drilling,https://thedirectory.co.zw/company.cfm?companyid=6563,Zimbabwe,2025-12-03T16:46:28.574117
Vortex Drilling,,,,,https://thedirectory.co.zw/company.cfm?companyid=5884,The Trusted Name In Boreholes,https://thedirectory.co.zw/company.cfm?companyid=5884,Zimbabwe,2025-12-03T16:46:29.885939
Wigatap,,,,,https://thedirectory.co.zw/company.cfm?companyid=15417,Borehole Drilling & Solar Systems,https://thedirectory.co.zw/company.cfm?companyid=15417,Zimbabwe,2025-12-03T16:46:36.915676
Spartan Drilling Services,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15345,Zimbabwe,2025-12-03T16:46:39.472324
